Steps,Policy/Entropy,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate
6660000,0.06693682,152.88274111481488,302.7309644670051,37.845497,152.88274106579988,33.869816,0.05058051,0.00010112161
6720000,0.06367093,135.0873303162566,267.7239819004525,38.499756,135.08733026986746,39.621334,0.0474817,9.93251e-05
6780000,0.063953914,149.71846153781965,296.4923076923077,38.19398,149.71846152421756,35.46114,0.047966685,9.75273e-05
6840000,0.062046155,136.22981651264047,269.9724770642202,38.074116,136.22981650020003,38.09102,0.04717354,9.5728166e-05
6900000,0.055865213,144.77053139959844,286.768115942029,38.14026,144.77053141046838,36.43528,0.04867053,9.387e-05
6960000,0.060317528,136.22328767051164,269.9497716894977,37.87037,136.22328762158955,37.443844,0.0492027,9.207131e-05
7020000,0.061364576,135.5913636345755,268.72727272727275,37.435726,135.59136364297433,37.17603,0.04727678,9.027388e-05
7080000,0.061037764,146.56934673223063,290.3467336683417,37.550777,146.5693467702698,35.003826,0.04838187,8.8478264e-05
7140000,0.06486354,144.72890995216878,286.7156398104265,37.68228,144.7289099662225,36.33094,0.049495816,8.668353e-05
7200000,0.062187053,137.39099525847425,272.26066350710903,37.713852,137.3909952691381,37.464386,0.04905447,8.48899e-05
7260000,0.063559264,139.09406392555258,275.57990867579906,37.976048,139.4477063718192,37.830433,0.046157304,8.309151e-05
7320000,0.06882325,144.96748768255628,287.1625615763547,38.0807,143.86453199386597,36.022476,0.048855092,8.129391e-05
7380000,0.06977756,146.42587064540209,290.0348258706468,38.169567,147.11633660179552,36.736423,0.04656191,7.949814e-05
7440000,0.059903562,152.1554999968037,301.28,38.32792,152.1554999372363,35.707237,0.047210068,7.770093e-05
7500000,0.06309943,136.65944700217742,270.7649769585253,38.106464,136.65944698082137,37.203037,0.04929987,7.590406e-05
7560000,0.06170313,148.05549999963492,293.23,38.005577,148.055500023067,35.78469,0.047058742,7.410695e-05
7620000,0.06786443,139.1083720910341,275.6279069767442,38.382034,139.10837207672208,38.25109,0.046355203,7.2309434e-05
7680000,0.065080814,156.4679144372277,309.85026737967917,38.419643,156.46791442511554,34.87821,0.04672108,7.051754e-05
7740000,0.06614818,147.61683168203228,292.33663366336634,38.33948,147.61683163755012,35.213646,0.046984065,6.872333e-05
7800000,0.06349828,149.68549999788402,296.39,38.714745,149.685499971509,34.665157,0.050743155,6.686616e-05
7860000,0.066708185,146.14048780435468,289.5219512195122,38.7301,146.14048776713813,37.649315,0.046151545,6.507145e-05
7920000,0.06381643,143.2281553389378,283.752427184466,38.666954,143.22815529408965,37.94186,0.048231523,6.3272455e-05
7980000,0.0603699,162.1629032250694,320.9623655913978,38.812706,162.16290321593644,32.60284,0.048859574,6.147793e-05
8040000,0.05814347,154.91891891988547,306.76756756756754,38.807037,154.9189189269736,33.877285,0.0467928,5.968253e-05
8100000,0.05749711,158.9256410250297,314.64102564102564,39.004467,158.9256409648137,33.323326,0.04928067,5.7883004e-05
8160000,0.056847382,148.6331658291083,294.36683417085425,38.991386,149.12121211218113,37.759598,0.049477257,5.6090415e-05
8220000,0.061746612,149.6703517577756,296.4221105527638,38.87647,149.18199997067453,35.385902,0.049624294,5.4291748e-05
8280000,0.06414861,150.79340101392742,298.6345177664975,38.67383,150.79340096324833,36.634377,0.04954449,5.2489082e-05
8340000,0.0641634,161.51182795740584,319.69354838709677,38.744156,161.88756757588,34.087105,0.04613227,5.0688937e-05
8400000,0.061339345,159.6908602147333,316.10215053763443,38.90367,159.32887698526687,34.199047,0.04783165,4.8887232e-05
8460000,0.059033047,142.23062200740907,281.7751196172249,39.039207,142.23062194391872,38.970695,0.049483735,4.7088397e-05
8520000,0.053984467,155.1946236540874,307.30645161290323,38.926098,155.19462359848842,33.82695,0.04834746,4.529189e-05
8580000,0.04892629,149.8305000001192,296.725,38.879536,149.83049992620946,37.074005,0.048069157,4.3494045e-05
8640000,0.050518107,154.51818181627024,305.949494949495,38.844734,154.51818175899862,34.484993,0.047297288,4.1701667e-05
8700000,0.05052164,155.81755318908773,308.52127659574467,38.498642,155.81755319744983,34.22996,0.049558394,3.990776e-05
8760000,0.053217266,154.87411167442346,306.70558375634516,38.37807,154.87411160456952,34.47718,0.049988758,3.8109578e-05
8820000,0.056218557,154.90368421038514,306.6842105263158,38.372383,154.90368421736517,32.741154,0.047196936,3.6314694e-05
8880000,0.05364255,141.870673076178,281.09134615384613,38.28951,141.87067310282816,37.299847,0.04853295,3.4519984e-05
8940000,0.052752316,145.2159420279201,287.6376811594203,37.926914,145.21594198055314,36.068188,0.04768967,3.272618e-05
9000000,0.05302633,151.45051546183598,299.96907216494844,37.9633,151.45051544720366,34.600307,0.048621513,3.0933203e-05
9060000,0.053588886,154.55025906667808,306.0518134715026,37.943806,154.55025902344155,33.15207,0.04739735,2.9075461e-05
9120000,0.05565683,150.81846153644415,298.6871794871795,37.91273,150.81846153583282,33.61004,0.047004495,2.7280461e-05
9180000,0.0545903,149.9553921576224,296.98039215686276,37.822285,149.9553921535319,35.674297,0.04622499,2.5483265e-05
9240000,0.055602,167.78977272727272,332.14204545454544,37.948257,167.78977270864627,30.301977,0.046397846,2.3684393e-05
9300000,0.058160145,139.5140186922851,276.4158878504673,38.06806,139.51401869242437,37.593845,0.04493577,2.1882472e-05
9360000,0.058709152,160.29945652203068,317.32608695652175,37.96115,160.2994565118266,32.284367,0.049657322,2.0089738e-05
9420000,0.05733842,150.76733668313253,298.63819095477385,38.00391,150.76733669893227,34.762913,0.04764734,1.8293804e-05
9480000,0.056187265,151.90253807082394,300.8680203045685,38.189873,151.90253805720866,34.1982,0.0473943,1.6497745e-05
9540000,0.054589417,161.4759562872961,319.7049180327869,37.982567,161.47595629894016,33.244877,0.049053423,1.4699019e-05
9600000,0.054676335,145.43124999736364,288.09615384615387,37.921516,145.38164249076937,34.701675,0.04822628,1.2903845e-05
9660000,0.054789986,163.331843573496,323.2849162011173,37.8957,163.28944442967574,31.774433,0.047987223,1.1108263e-05
9720000,0.052797988,158.37365591269668,313.53225806451616,37.897076,158.37365590180121,30.978643,0.04960827,9.311312e-06
9780000,0.053032853,153.0771573589084,303.1370558375635,38.02542,153.0771573261561,34.70373,0.050003983,7.5093944e-06
9840000,0.050675936,149.17029702648668,295.44059405940595,37.808342,149.1702970130609,33.55857,0.050788105,5.7102775e-06
9900000,0.05159072,147.03807106447704,291.20304568527916,37.437454,147.03807101818512,33.694187,0.04961141,3.9141755e-06
9960000,0.05240119,150.88699999935926,298.8,37.234623,150.88699997633697,33.529377,0.04969105,2.1197725e-06
