Steps,Policy/Entropy,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Policy/Extrinsic Reward,Policy/Curiosity Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss
9720000,3.244596,3.739864765299774,294.55882352941177,2.01392,-0.05709882,3.7970235283468283,0.20667110672037975,0.04782692,0.030617127,8.831595e-06,0.035385646,0.5614603
9750000,3.258721,3.7021712136840788,287.41346153846155,2.0150087,-0.07816064,3.657388577007112,0.20576895164946715,0.03809398,0.030260434,7.948895e-06,0.03456483,0.5855623
9780000,3.2456186,3.054054113862819,389.5945945945946,1.6102871,-0.06167308,3.0540540564704584,0.2649453181421032,0.031266052,0.031333704,7.0466967e-06,0.03340486,0.5914899
9810000,3.1926317,3.9487504685328396,262.0330578512397,2.2376807,-0.140214,3.948750399360972,0.17711044266081052,0.048146766,0.029809887,6.1342157e-06,0.03309694,0.5534868
9840000,3.2068746,3.8799914115712957,254.57758620689654,2.2877035,-0.128016,3.9224243329918904,0.1757888379952182,0.045355976,0.03217599,5.217979e-06,0.034840107,0.55297095
9870000,3.2898145,4.106717102496703,224.38518518518518,2.404836,-0.14050052,4.063062261210548,0.1668925887732594,0.049555633,0.02799475,4.3359205e-06,0.035614207,0.50662094
9900000,3.216118,3.993505232038121,246.19827586206895,2.2878776,-0.14023392,4.001198284646385,0.1721912046862591,0.05009008,0.028800575,3.4557415e-06,0.03431298,0.5542926
9930000,3.1723864,3.710401945605897,284.0660377358491,2.0465186,-0.14042772,3.7552628727186295,0.18246978860171068,0.049446385,0.029557137,2.5605675e-06,0.03251062,0.5310285
9960000,3.230601,3.6886577453474625,291.2692307692308,2.1462712,-0.14203976,3.6886499994076214,0.19456525050246945,0.04364584,0.032493766,1.637734e-06,0.032755475,0.5455839
9990000,3.189817,3.2516300516599586,369.975,1.7790154,-0.10124059,3.2516375072300434,0.2394822363741696,0.033174712,0.029178273,7.401764e-07,0.031931814,0.5818752
